ID,Zona,Año,Mes,Dia,Hora,Estacion,Longitud,Latitud,Profundidad_m,Transparencia_m,Profundidad_muestreo_m,Temperatura,Ph,Oxigeno_disuelto,Conductividad_electrica,PO4,NO2,NO3,Clorofila-A,SST
1,BAHIA PUNO,2011,JUL,14,12:15 p. m.,E01,-69.9614,-15.8521,16.0,7.0,0.5,12.68,8.37,7.67,1455.0,0.100,0.019,0.154,1.23,27.33
2,BAHIA PUNO,2011,JUL,14,11:26 a. m.,E02,-69.9271,-15.8461,2.4,,0.5,12.77,8.49,8.22,1460.0,0.041,0.018,0.140,1.06,6.00
3,BAHIA PUNO,2011,JUL,14,01:09 p. m.,E03,-69.9012,-15.8728,14.6,8.0,0.5,12.98,8.37,7.66,1456.0,0.082,0.004,0.097,1.02,20.33
4,BAHIA PUNO,2011,JUL,14,01:33 p. m.,E04,-69.8710,-15.8628,12.0,6.0,0.5,13.11,8.33,7.83,1430.0,0.027,0.005,0.147,3.67,16.33
5,BAHIA PUNO,2011,JUL,14,01:44 p. m.,E05,-69.8923,-15.8400,24.0,7.0,0.5,12.56,8.35,7.72,1456.0,0.059,0.025,0.160,1.64,23.33
6,BAHIA PUNO,2011,JUL,14,02:03 p. m.,E06,-69.9124,-15.8183,26.0,7.0,0.5,12.31,8.59,7.23,1437.0,0.068,0.010,0.051,2.23,12.33
7,BAHIA PUNO,2011,JUL,14,03:41 p. m.,E07,-69.8874,-15.7974,11.8,8.0,0.5,13.31,8.42,7.68,1485.0,0.073,0.013,0.050,1.54,10.67
8,BAHIA PUNO,2011,JUL,14,04:06 p. m.,E08,-69.8592,-15.8342,22.4,8.0,0.5,12.27,8.32,7.68,1452.0,0.068,0.012,0.090,1.06,6.67
9,BAHIA PUNO,2011,JUL,14,04:21 p. m.,E09,-69.8507,-15.8023,22.9,7.5,0.5,12.20,8.92,7.47,1451.0,0.073,0.013,0.140,0.48,10.33
10,BAHIA PUNO,2011,JUL,14,04:55 p. m.,E10,-69.8642,-15.7611,30.5,8.0,0.5,11.97,8.68,7.37,1448.0,0.023,0.002,0.132,0.48,14.00
11,BAHIA PUNO,2011,JUL,14,05:16 p. m.,E11,-69.8226,-15.7790,16.0,6.5,0.5,12.08,8.18,7.94,1448.0,0.041,0.010,0.080,1.33,15.67
12,BAHIA PUNO,2011,JUL,15,07:35 a. m.,E12,-69.7936,-15.7318,5.7,,0.5,11.31,8.78,7.35,1530.0,0.059,0.023,0.027,1.54,23.67
13,BAHIA PUNO,2011,JUL,15,08:12 a. m.,E13,-69.7869,-15.7932,50.0,8.5,0.5,12.44,8.51,6.90,1458.0,0.045,0.006,0.107,1.64,13.00
14,BAHIA PUNO,2011,JUL,15,08:59 a. m.,E14,-69.7400,-15.7740,49.5,9.0,0.5,12.33,8.28,6.83,1451.0,0.041,0.032,0.137,2.70,9.33
15,BAHIA PUNO,2011,JUL,15,11:46 a. m.,E15,-69.6709,-15.2941,129.0,14.0,0.5,12.88,8.04,6.18,1458.0,0.091,0.014,0.240,1.06,22.33
16,BAHIA PUNO,2011,JUL,15,01:18 p. m.,E16,-69.7208,-15.3384,75.6,11.0,0.5,13.04,8.05,6.42,1459.0,0.050,0.000,0.195,1.54,13.00
17,BAHIA PUNO,2011,JUL,15,02:12 p. m.,E17,-69.7822,-15.3928,18.6,8.0,0.5,13.03,8.08,6.92,1458.0,0.027,0.006,0.131,1.76,13.67
18,BAHIA PUNO,2011,JUL,15,03:02 p. m.,E18,-69.8423,-15.4461,117.0,8.5,0.5,12.91,8.26,6.72,1455.0,0.023,0.013,0.121,1.06,22.33
19,BAHIA PUNO,2011,JUL,16,06:17 a. m.,E19,-69.8391,-15.5435,120.8,9.0,0.5,12.58,8.20,6.55,1448.0,0.068,0.016,0.049,1.37,28.00
20,BAHIA PUNO,2011,JUL,16,09:08 a. m.,E20,-69.7731,-15.4873,232.0,12.0,0.5,12.55,8.06,6.33,1458.0,0.063,0.025,0.050,0.69,16.00
21,BAHIA PUNO,2011,JUL,16,11:33 a. m.,E21,-69.7105,-15.4339,117.0,12.0,0.5,12.72,8.03,6.30,1460.0,0.146,0.016,0.100,0.48,8.33
22,BAHIA PUNO,2011,JUL,16,03:55 p. m.,E22,-69.6380,-15.3722,88.3,10.0,0.5,12.76,8.07,6.43,1444.0,0.570,0.006,0.083,1.06,14.33
23,BAHIA PUNO,2011,JUL,17,05:44 a. m.,E23,-69.5367,-15.3845,194.1,10.0,0.5,12.46,8.14,6.14,1456.0,0.063,0.016,0.071,1.16,5.00
24,BAHIA PUNO,2011,JUL,17,06:39 a. m.,E24,-69.5966,-15.4374,264.1,9.0,0.5,12.48,8.21,6.47,1459.0,0.068,0.025,0.042,3.09,20.33
25,BAHIA PUNO,2011,JUL,17,07:31 a. m.,E25,-69.6611,-15.4944,257.0,12.5,0.5,12.49,8.21,6.06,1456.0,0.041,0.006,0.020,0.48,3.00
26,BAHIA PUNO,2011,JUL,17,09:35 a. m.,E26,-69.7309,-15.5560,214.0,12.0,0.5,12.63,8.12,6.48,1454.0,0.018,0.008,0.029,0.47,4.00
27,BAHIA PUNO,2011,JUL,17,10:40 a. m.,E27,-69.7935,-15.6112,223.0,11.0,0.5,12.70,8.19,6.47,1453.0,0.118,0.006,0.218,0.37,4.00
28,BAHIA PUNO,2011,JUL,17,01:53 p. m.,E28,-69.7385,-15.7104,258.0,12.0,0.5,13.22,7.98,6.22,1460.0,0.045,0.005,0.160,1.06,23.67
29,BAHIA PUNO,2011,JUL,17,03:56 p. m.,E29,-69.6802,-15.6612,172.8,10.0,0.5,12.93,8.08,6.75,1461.0,0.023,0.005,0.091,1.13,15.33
30,BAHIA PUNO,2011,JUL,18,07:11 a. m.,E30,-69.6217,-15.6119,68.0,8.5,0.5,12.42,8.38,6.79,1459.0,0.023,0.004,0.037,1.71,31.33
31,BAHIA PUNO,2011,JUL,19,05:26 a. m.,E31,-69.5639,-15.5632,61.8,8.0,0.5,12.49,8.60,6.82,1459.0,0.036,0.003,0.015,2.60,27.67
32,BAHIA PUNO,2011,JUL,19,06:56 a. m.,E32,-69.5159,-15.5235,134.8,11.5,0.5,12.51,8.10,6.26,1458.0,0.036,0.001,0.138,1.06,17.33
33,BAHIA PUNO,2011,JUL,19,07:54 a. m.,E33,-69.4621,-15.4783,183.0,11.0,0.5,12.50,8.10,6.51,1459.0,0.041,0.001,0.081,1.16,29.33
34,BAHIA PUNO,2011,JUL,19,08:52 a. m.,E34,-69.3601,-15.5373,241.7,11.0,0.5,12.54,8.06,6.43,1457.0,0.041,0.002,0.105,1.06,13.67
35,BAHIA PUNO,2011,JUL,19,11:07 a. m.,E35,-69.4411,-15.6036,269.0,12.0,0.5,12.80,8.04,6.37,1458.0,0.009,0.005,0.061,1.06,10.67
36,BAHIA PUNO,2011,JUL,19,12:32 p. m.,E36,-69.5219,-15.6698,197.0,10.5,0.5,12.91,8.06,6.57,1458.0,0.027,0.003,0.049,1.54,3.33
37,BAHIA PUNO,2011,JUL,19,01:46 p. m.,E37,-69.6035,-15.7366,8.2,7.0,0.5,13.00,8.10,6.89,1407.0,0.005,0.002,0.078,1.12,7.00
38,BAHIA PUNO,2011,JUL,19,03:03 p. m.,E38,-69.6843,-15.8028,251.2,11.0,0.5,13.18,7.99,6.32,1447.0,0.027,0.005,0.065,1.00,8.00
39,BAHIA PUNO,2011,JUL,19,04:29 p. m.,E39,-69.7580,-15.8639,237.0,10.0,0.5,12.64,8.05,6.54,1466.0,0.014,0.010,0.177,1.06,24.00
40,BAHIA PUNO,2011,JUL,19,06:01 p. m.,E40,-69.6607,-15.9142,185.0,11.0,0.5,12.42,8.04,6.64,1454.0,0.027,0.009,0.103,1.54,24.67
41,BAHIA PUNO,2011,JUL,20,08:10 a. m.,E41,-69.5897,-15.8575,45.4,10.0,0.5,12.54,8.10,6.53,1499.0,0.054,0.004,0.085,1.64,11.00
42,BAHIA PUNO,2011,JUL,20,09:53 a. m.,E42,-69.5168,-15.7993,25.0,9.0,0.5,12.61,8.11,6.71,1457.0,0.050,0.013,0.058,2.12,8.33
43,BAHIA PUNO,2011,JUL,20,10:45 a. m.,E43,-69.4477,-15.7440,178.7,11.0,0.5,12.61,8.02,6.44,1460.0,0.005,0.011,0.111,1.54,11.67
44,BAHIA PUNO,2011,JUL,20,11:49 a. m.,E44,-69.3748,-15.6857,218.0,10.5,0.5,12.63,8.05,6.68,1455.0,0.036,0.001,0.098,2.13,9.33
45,BAHIA PUNO,2011,JUL,20,12:44 p. m.,E45,-69.3020,-15.6276,206.0,9.5,0.5,12.72,8.06,6.82,1452.0,0.104,0.024,0.056,2.13,5.33
46,BAHIA PUNO,2011,JUL,20,01:44 p. m.,E46,-69.2362,-15.7066,159.7,10.0,0.5,12.88,8.05,6.67,1460.0,0.005,0.012,0.064,0.96,17.00
47,BAHIA PUNO,2011,JUL,20,02:59 p. m.,E47,-69.3059,-15.7629,10.0,8.5,0.5,12.81,8.08,6.92,1441.0,0.059,0.005,0.067,1.64,20.67
48,BAHIA PUNO,2011,JUL,21,06:26 a. m.,E48,-69.3801,-15.8221,71.1,7.0,0.5,12.63,8.63,6.62,1459.0,0.045,0.009,0.091,0.48,13.00
49,BAHIA PUNO,2011,JUL,21,07:43 a. m.,E49,-69.4619,-15.8882,219.0,12.5,0.5,12.62,8.15,6.77,1460.0,0.082,0.001,0.158,1.06,9.33
50,BAHIA PUNO,2011,JUL,21,09:41 a. m.,E50,-69.5329,-15.9464,180.0,11.5,0.5,12.61,8.12,6.58,1460.0,0.009,0.005,0.112,1.64,12.33
51,BAHIA PUNO,2011,JUL,21,11:27 a. m.,E51,-69.4194,-15.9831,155.0,10.5,0.5,12.72,8.12,6.17,1460.0,0.050,0.002,0.116,1.06,14.67
52,BAHIA PUNO,2011,JUL,21,01:07 p. m.,E52,-69.3637,-15.9384,13.5,10.5,0.5,12.66,8.16,6.80,1460.0,0.036,0.009,0.097,1.07,1.67
53,BAHIA PUNO,2011,JUL,21,02:08 p. m.,E53,-69.2987,-15.8862,57.0,10.0,0.5,12.78,8.16,6.85,1459.0,0.050,0.013,0.065,0.48,16.00
54,BAHIA PUNO,2011,JUL,21,03:01 p. m.,E54,-69.2353,-15.8353,74.0,9.5,0.5,12.77,8.12,6.69,1449.0,0.005,0.011,0.148,1.06,12.00
55,BAHIA PUNO,2011,JUL,21,03:52 p. m.,E55,-69.1805,-15.7906,55.9,9.5,0.5,12.71,8.15,7.02,1460.0,0.100,0.005,0.021,1.07,15.00
56,BAHIA PUNO,2011,JUL,22,06:36 a. m.,E56,-69.1236,-15.7456,54.9,9.5,0.5,12.23,8.13,6.77,1469.0,0.014,0.001,0.160,1.54,21.67
57,BAHIA PUNO,2011,JUL,22,07:35 a. m.,E57,-69.0456,-15.8116,74.9,11.0,0.5,12.62,8.05,6.61,1464.0,0.018,0.005,0.056,2.12,26.67
58,BAHIA PUNO,2011,JUL,22,08:35 a. m.,E58,-69.1365,-15.8850,120.3,10.0,0.5,12.72,8.01,6.43,1471.0,0.059,0.017,0.082,2.70,21.67
59,BAHIA PUNO,2011,JUL,22,09:31 a. m.,E59,-69.2277,-15.9588,144.0,11.0,0.5,12.50,8.07,6.46,1468.0,0.095,0.024,0.063,0.48,3.67
60,BAHIA PUNO,2011,JUL,22,10:22 a. m.,E60,-69.3200,-16.0334,117.1,10.5,0.5,12.47,8.06,6.61,1470.0,0.032,0.013,0.119,2.12,2.33
61,BAHIA PUNO,2011,JUL,22,11:30 a. m.,E61,-69.4127,-16.1084,77.3,9.5,0.5,12.65,8.14,6.94,1470.0,0.036,0.003,0.038,3.18,28.67
62,BAHIA PUNO,2011,JUL,22,12:38 p. m.,E62,-69.4757,-16.1770,130.8,9.5,0.5,12.78,8.10,6.66,1467.0,0.009,0.005,0.027,2.70,16.33
63,BAHIA PUNO,2011,JUL,22,01:28 p. m.,E63,-69.3562,-16.1566,50.8,10.0,0.5,13.05,8.10,6.62,1469.0,0.159,0.013,0.034,2.23,20.67
64,BAHIA PUNO,2011,JUL,22,01:51 p. m.,E64,-69.2727,-16.2292,32.0,10.0,0.5,12.76,8.08,6.77,1474.0,0.005,0.006,0.024,3.87,17.00
65,BAHIA PUNO,2011,JUL,23,05:29 a. m.,E65,-69.2402,-16.1167,163.8,11.0,0.5,12.40,8.06,6.39,1475.0,0.041,0.001,0.088,3.77,27.00
66,BAHIA PUNO,2011,JUL,23,06:37 a. m.,E66,-69.1457,-16.2076,199.5,10.0,0.5,12.25,8.06,6.43,1474.0,0.005,0.003,0.125,2.60,5.67
67,BAHIA PUNO,2011,JUL,23,07:54 a. m.,E67,-69.1489,-16.0704,157.0,12.0,0.5,12.37,8.03,6.66,1472.0,0.091,0.016,0.105,2.12,8.00
68,BAHIA PUNO,2011,JUL,23,08:40 a. m.,E68,-69.1365,-16.0033,138.0,10.0,0.5,12.05,8.39,5.86,1477.0,0.027,0.003,0.019,0.00,24.33
69,BAHIA PUNO,2011,JUL,23,09:27 a. m.,E69,-69.0667,-15.9483,115.3,10.0,0.5,12.42,8.14,6.11,1463.0,0.027,0.004,0.020,1.16,1.33
70,BAHIA PUNO,2011,JUL,23,10:04 a. m.,E70,-68.9958,-15.8933,164.0,11.0,0.5,12.96,8.03,6.36,1467.0,0.014,0.004,0.052,0.58,1.67
71,BAHIA PUNO,2011,JUL,23,10:55 a. m.,E71,-68.8583,-15.9833,181.0,10.0,0.5,13.57,7.86,4.76,1475.0,0.032,0.004,0.036,0.48,25.33
72,BAHIA PUNO,2011,JUL,23,12:12 p. m.,E72,-68.9258,-16.0383,155.9,12.0,0.5,14.27,7.98,6.30,1481.0,0.009,0.006,0.088,0.48,27.00
73,BAHIA PUNO,2011,JUL,23,01:01 p. m.,E73,-69.0360,-16.0577,172.6,12.0,0.5,13.08,8.19,6.57,1469.0,0.023,0.005,0.024,0.48,18.33
74,BAHIA PUNO,2011,JUL,23,02:11 p. m.,E74,-68.9602,-16.1232,116.9,11.0,0.5,13.64,8.01,6.47,1486.0,0.050,0.011,0.532,1.54,16.67
75,BAHIA PUNO,2011,JUL,23,02:51 p. m.,E75,-68.8926,-16.1806,38.3,11.0,0.5,13.34,8.05,7.05,1482.0,0.023,0.004,0.030,1.54,3.67
76,BAHIA PUNO,2011,JUL,23,03:46 p. m.,E76,-68.8295,-16.2320,38.5,10.0,0.5,12.58,8.14,7.26,1510.0,0.036,0.011,0.079,0.58,17.33
77,BAHIA PUNO,2011,JUL,23,04:45 p. m.,E77,-68.7958,-16.1883,9.2,,0.5,11.28,8.57,7.38,1542.0,0.023,0.009,0.052,0.96,15.33
78,BAHIA PUNO,2011,JUL,23,05:41 p. m.,E78,-68.7115,-16.2160,6.0,,0.5,11.90,8.21,8.29,1508.0,0.068,0.005,0.086,0.48,17.00
79,BAHIA PUNO,2011,JUL,23,06:33 a. m.,E79,-68.7686,-16.2425,8.8,,0.5,11.79,8.18,6.21,1616.0,0.063,0.011,0.037,1.07,22.33
80,BAHIA PUNO,2011,JUL,24,06:53 a. m.,E80,-68.8273,-16.2703,12.2,10.0,0.5,10.99,8.46,8.18,1696.0,0.054,0.006,0.049,3.29,8.00
81,BAHIA PUNO,2011,JUL,24,07:59 a. m.,E81,-68.9300,-16.2811,14.3,9.0,0.5,11.12,8.10,7.30,1850.0,0.032,0.010,0.021,0.47,13.00
82,BAHIA PUNO,2011,JUL,24,08:54 a. m.,E82,-68.9308,-16.3676,15.0,10.0,0.5,10.82,8.16,5.79,1852.0,0.059,0.011,0.027,1.53,19.00
83,BAHIA PUNO,2011,JUL,24,09:38 a. m.,E83,-68.9722,-16.4200,12.7,10.0,0.5,11.14,8.28,7.71,1846.0,0.027,0.006,0.037,3.40,9.00
84,BAHIA PUNO,2011,JUL,24,10:18 a. m.,E84,-69.0264,-16.4464,10.5,10.0,0.5,11.14,8.34,7.78,1838.0,0.036,0.011,0.038,1.54,11.33
85,BAHIA PUNO,2011,JUL,24,11:13 a. m.,E85,-68.9682,-16.5116,9.0,,0.5,12.62,8.25,7.67,1849.0,0.041,0.019,0.083,1.54,10.00
86,BAHIA PUNO,2011,JUL,24,11:52 a. m.,E86,-69.0284,-16.5426,3.4,,0.5,11.89,8.30,7.51,1842.0,0.036,0.012,0.053,0.48,2.33
87,BAHIA PUNO,2012,DIC,30,11:25 a. m.,E01,-69.9614,-15.8521,4.0,,0.5,17.30,8.68,6.88,1690.0,0.094,0.009,0.056,2.13,9.25
88,BAHIA PUNO,2012,DIC,30,11:46 a. m.,E02,-69.9437,-15.8295,3.2,,0.5,16.90,8.82,7.28,1650.0,0.133,0.006,0.027,2.21,
89,BAHIA PUNO,2012,DIC,30,12:02 p. m.,E03,-69.9271,-15.8461,27.0,7.5,0.5,16.60,8.74,5.47,1636.0,0.271,0.007,0.028,1.53,6.25
90,BAHIA PUNO,2012,DIC,30,01:33 p. m.,E04,-69.8958,-15.8783,24.0,7.0,0.5,17.30,8.72,,1644.0,0.149,0.010,0.043,0.43,
91,BAHIA PUNO,2012,DIC,30,02:09 p. m.,E05,-69.8923,-15.8400,25.0,7.0,0.5,14.80,8.77,7.25,1617.0,0.075,0.006,0.039,1.02,10.75
92,LAGO MAYOR,2012,DIC,30,03:03 p. m.,E06,-69.8592,-15.8342,4.0,,0.5,16.10,8.83,8.59,1628.0,0.149,0.008,0.043,1.10,4.75
93,LAGO MAYOR,2012,DIC,1,05:26 a. m.,E07,-69.8518,-15.7682,36.0,8.0,0.5,14.60,8.72,7.30,1649.0,0.075,0.008,0.021,1.10,
94,LAGO MAYOR,2012,DIC,1,06:04 a. m.,E08,-69.8072,-15.7236,5.0,,0.5,14.30,8.86,6.27,1610.0,0.063,0.005,0.028,1.62,
95,LAGO MAYOR,2012,DIC,1,06:50 a. m.,E09,-69.7922,-15.7954,44.0,8.0,0.5,14.20,8.70,5.01,1631.0,0.051,0.009,0.024,1.61,
96,LAGO MAYOR,2012,DIC,1,07:23 a. m.,E10,-69.7400,-15.7740,73.0,10.0,0.5,14.60,8.70,7.21,1631.0,0.208,0.006,0.029,0.43,
97,LAGO MAYOR,2012,DIC,1,10:26 a. m.,E11,-69.8633,-15.5033,133.0,13.0,0.5,15.80,8.67,7.10,1640.0,0.063,0.005,0.033,0.94,
98,LAGO MAYOR,2012,DIC,1,10:36 a. m.,E12,-69.7935,-15.4112,67.0,12.0,0.5,15.20,8.69,7.17,1631.0,0.181,0.007,0.023,1.02,
99,LAGO MAYOR,2012,DIC,1,12:35 p. m.,E13,-69.7363,-15.3358,22.0,11.0,0.5,15.10,8.67,6.91,1613.0,0.247,0.008,0.025,0.51,
100,LAGO MAYOR,2012,DIC,1,02:10 p. m.,E14,-69.6433,-15.3501,9.2,,0.5,14.70,8.68,7.17,1630.0,0.035,0.008,0.033,1.02,
101,LAGO MAYOR,2012,DIC,2,05:11 a. m.,E15,-69.5367,-15.3845,54.0,11.0,0.5,13.60,8.61,7.13,1639.0,0.063,0.007,0.034,1.02,3.75
102,LAGO MAYOR,2012,DIC,2,06:00 a. m.,E16,-69.6010,-15.4387,245.0,12.0,0.5,12.10,8.45,5.96,1631.0,0.090,0.009,0.041,1.61,4.75
103,LAGO MAYOR,2012,DIC,2,07:34 a. m.,E17,-69.6674,-15.4946,231.0,12.5,0.5,14.10,8.63,7.17,1628.0,0.067,0.008,0.033,1.02,11.00
104,LAGO MAYOR,2012,DIC,2,09:08 a. m.,E18,-69.7332,-15.5500,208.0,12.0,0.5,14.20,8.65,5.78,1637.0,0.086,0.007,0.040,1.02,14.75
105,LAGO MAYOR,2012,DIC,2,10:20 a. m.,E19,-69.7981,-15.6047,140.0,11.0,0.5,14.80,8.69,5.15,1639.0,0.114,0.008,0.046,1.45,9.50
106,LAGO MAYOR,2012,DIC,2,11:57 a. m.,E20,-69.7385,-15.7104,85.0,12.0,0.5,15.00,8.37,7.20,1641.0,0.063,0.007,0.025,1.02,
107,LAGO MAYOR,2012,DIC,2,12:45 p. m.,E21,-69.6802,-15.6612,180.0,12.0,0.5,15.50,8.18,6.89,1648.0,0.239,0.008,0.022,0.51,
108,LAGO MAYOR,2012,DIC,2,01:40 p. m.,E22,-69.6217,-15.6119,240.0,12.0,0.5,15.80,8.16,7.06,1640.0,0.043,0.007,0.027,1.53,
109,LAGO MAYOR,2012,DIC,2,02:15 p. m.,E23,-69.5639,-15.5632,271.0,11.0,0.5,15.10,8.46,6.57,1633.0,0.075,0.009,0.025,1.02,
110,LAGO MAYOR,2012,DIC,2,02:55 p. m.,E24,-69.5055,-15.5140,237.0,12.0,0.5,14.70,8.52,7.17,1643.0,0.133,0.007,0.023,1.53,
111,LAGO MAYOR,2012,DIC,2,03:35 p. m.,E25,-69.4491,-15.4665,163.0,11.0,0.5,15.10,8.54,7.06,1641.0,0.090,0.007,0.032,1.53,
112,LAGO MAYOR,2012,DIC,3,05:18 a. m.,E26,-69.3601,-15.5373,51.0,10.5,0.5,13.80,8.50,5.66,1647.0,0.059,0.008,0.026,1.02,6.00
113,LAGO MAYOR,2012,DIC,3,06:42 a. m.,E27,-69.4411,-15.6036,267.0,11.0,0.5,13.90,8.52,6.49,1650.0,0.039,0.008,0.027,0.51,8.75
114,LAGO MAYOR,2012,DIC,3,08:38 a. m.,E28,-69.5219,-15.6698,253.0,12.0,0.5,13.60,8.52,6.91,1659.0,0.157,0.006,0.033,1.10,6.25
115,LAGO MAYOR,2012,DIC,3,10:23 a. m.,E29,-69.6035,-15.7366,180.0,13.0,0.5,14.90,8.59,6.51,1656.0,0.035,0.007,0.043,1.53,12.50
116,LAGO MAYOR,2012,DIC,3,11:54 a. m.,E30,-69.6843,-15.8028,49.0,12.0,0.5,15.10,8.62,5.95,1660.0,0.035,0.008,0.034,1.02,12.75
117,LAGO MAYOR,2012,DIC,3,01:06 p. m.,E31,-69.7658,-15.8696,27.0,14.0,0.5,16.80,8.58,5.99,1653.0,0.039,0.007,0.034,0.15,19.00
118,LAGO MAYOR,2012,DIC,4,05:30 a. m.,E32,-69.6772,-15.9267,61.0,9.0,0.5,14.30,8.52,5.41,1688.0,0.059,0.008,0.051,1.02,
119,LAGO MAYOR,2012,DIC,4,06:25 a. m.,E33,-69.6162,-15.8779,148.0,10.0,0.5,13.60,8.50,6.80,1672.0,0.051,0.009,0.035,0.59,
120,LAGO MAYOR,2012,DIC,4,07:20 a. m.,E34,-69.5545,-15.8286,197.0,10.0,0.5,13.80,8.37,6.95,1667.0,0.110,0.008,0.030,0.59,
121,LAGO MAYOR,2012,DIC,4,08:13 a. m.,E35,-69.4928,-15.7793,253.0,10.0,0.5,14.70,8.53,6.95,1677.0,0.063,0.007,0.029,0.52,
122,LAGO MAYOR,2012,DIC,4,09:15 a. m.,E36,-69.4315,-15.7303,271.0,11.0,0.5,15.30,8.55,6.56,1676.0,0.079,0.008,0.051,0.52,
123,LAGO MAYOR,2012,DIC,4,10:13 a. m.,E37,-69.3700,-15.6812,42.0,11.0,0.5,14.80,8.52,6.94,1676.0,0.079,0.008,0.034,0.51,
124,LAGO MAYOR,2012,DIC,4,11:15 a. m.,E38,-69.2177,-15.6908,8.0,,0.5,14.40,8.52,6.48,1675.0,0.067,0.007,0.027,0.51,15.00
125,LAGO MAYOR,2012,DIC,4,12:18 p. m.,E39,-69.2993,-15.7568,244.0,12.0,0.5,16.10,8.54,6.98,1653.0,0.067,0.008,0.029,0.59,6.75
126,LAGO MAYOR,2012,DIC,4,01:50 p. m.,E40,-69.3801,-15.8221,233.0,12.0,0.5,15.70,8.57,7.03,1676.0,0.071,0.005,0.036,0.51,
127,LAGO MAYOR,2012,DIC,4,03:30 p. m.,E41,-69.4619,-15.8882,181.0,12.0,0.5,15.20,8.54,6.03,1670.0,0.059,0.008,0.036,0.59,16.75
128,LAGO MAYOR,2012,DIC,4,04:45 p. m.,E42,-69.5425,-15.9534,34.0,11.0,0.5,14.70,8.65,7.07,1680.0,0.047,0.009,0.049,0.51,18.50
129,LAGO MAYOR,2012,DIC,5,10:09 a. m.,E43,-69.4378,-15.9971,53.0,12.0,0.5,14.10,8.42,7.10,1685.0,0.059,0.007,0.033,1.10,
130,LAGO MAYOR,2012,DIC,5,10:48 a. m.,E44,-69.3735,-15.9455,188.0,12.0,0.5,14.00,8.53,7.06,1681.0,0.063,0.008,0.038,1.54,
131,LAGO MAYOR,2012,DIC,5,11:37 a. m.,E45,-69.3092,-15.8939,218.0,13.0,0.5,14.00,8.55,7.03,1682.0,0.067,0.008,0.031,1.03,
132,LAGO MAYOR,2012,DIC,5,11:28 a. m.,E46,-69.2448,-15.8422,213.0,12.0,0.5,14.20,8.59,7.13,1686.0,0.047,0.007,0.031,1.02,
133,LAGO MAYOR,2012,DIC,5,01:19 p. m.,E47,-69.1805,-15.7906,175.0,13.0,0.5,14.10,8.57,7.23,1684.0,0.051,0.008,0.030,1.53,
134,LAGO MAYOR,2012,DIC,5,02:06 p. m.,E48,-69.1159,-15.7387,35.0,11.0,0.5,13.70,8.55,7.09,1679.0,0.055,0.008,0.026,1.02,
135,LAGO MAYOR,2012,DIC,5,03:18 p. m.,E49,-69.0456,-15.8116,60.0,10.5,0.5,14.00,8.55,6.49,1680.0,0.055,0.008,0.029,1.02,16.25
136,LAGO MAYOR,2012,DIC,5,04:34 p. m.,E50,-69.1365,-15.8850,225.0,10.5,0.5,14.40,8.63,6.76,1681.0,0.063,0.007,0.033,0.51,11.00
137,LAGO MAYOR,2012,DIC,6,06:32 a. m.,E51,-69.2277,-15.9588,180.0,13.0,0.5,14.40,8.74,7.09,1705.0,0.051,0.007,0.035,1.62,16.50
138,LAGO MAYOR,2012,DIC,6,08:06 a. m.,E52,-69.3200,-16.0334,154.0,12.0,0.5,15.20,8.70,7.03,1690.0,0.067,0.009,0.026,1.61,11.50
139,LAGO MAYOR,2012,DIC,6,09:40 a. m.,E53,-69.4127,-16.1084,82.0,11.5,0.5,15.70,8.57,8.79,1682.0,0.039,0.007,0.031,0.43,21.25
140,LAGO MAYOR,2012,DIC,6,10:47 a. m.,E54,-69.5061,-16.1839,50.0,11.0,0.5,15.80,8.57,6.55,1671.0,0.047,0.007,0.032,1.10,18.50
141,LAGO MAYOR,2012,DIC,6,12:05 p. m.,E55,-69.3562,-16.1566,77.0,12.0,0.5,15.90,8.66,7.06,1692.0,0.043,0.006,0.030,1.53,
142,LAGO MAYOR,2012,DIC,6,01:15 p. m.,E56,-69.2727,-16.2292,58.0,12.0,0.5,16.40,8.68,7.01,1693.0,0.071,0.007,0.025,1.02,
143,LAGO MAYOR,2012,DIC,7,06:50 a. m.,E57,-69.2402,-16.1167,118.0,10.0,0.5,14.60,8.71,7.21,1690.0,0.024,0.007,0.027,1.61,
144,LAGO MAYOR,2012,DIC,7,08:17 a. m.,E58,-69.1457,-16.2076,29.0,11.0,0.5,14.30,8.71,7.39,1679.0,0.059,0.008,0.029,1.02,
145,LAGO MAYOR,2012,DIC,7,09:50 a. m.,E59,-69.1489,-16.0704,172.0,10.0,0.5,15.10,8.75,7.64,1682.0,0.059,0.008,0.030,1.53,
146,LAGO MAYOR,2012,DIC,7,10:35 a. m.,E60,-69.1375,-16.0033,202.0,12.0,0.5,14.90,8.70,7.41,1686.0,0.055,0.006,0.026,1.02,
147,LAGO MAYOR,2012,DIC,7,11:27 a. m.,E61,-69.0667,-15.9483,207.0,12.0,0.5,15.10,8.66,7.25,1689.0,0.024,0.008,0.026,1.02,
148,LAGO MAYOR,2012,DIC,7,12:22 p. m.,E62,-68.9958,-15.8933,178.0,13.0,0.5,14.50,8.62,7.27,1684.0,0.059,0.007,0.046,0.95,
149,LAGO MAYOR,2012,DIC,7,02:03 p. m.,E63,-68.9271,-15.9383,57.0,12.0,0.5,14.70,8.62,7.37,1682.0,0.043,0.007,0.035,1.02,
