ID,Zona,Año,Mes,Dia,Hora,Estacion,Longitud,Latitud,Profundidad_m,Transparencia_m,Profundidad_muestreo_m,Temperatura,Ph,Oxigeno_disuelto,Conductividad_electrica,PO4,NO2,NO3,Clorofila-A,SST
300,LAGO MAYOR,2014,JUL,27,11:30 a. m.,E46,-69.2448,-15.8422,217.0,11.0,0.5,12.60,8.47,5.81,1468.0,0.051,0.004,0.026,1.70,
301,LAGO MAYOR,2014,JUL,27,12:09 p. m.,E47,-69.1805,-15.7906,177.0,11.0,0.5,12.70,8.50,6.13,1483.0,0.058,0.007,0.011,1.83,
302,LAGO MAYOR,2014,JUL,27,12:41 p. m.,E48,-69.1159,-15.7387,10.2,7.4,0.5,12.70,8.56,6.58,1487.0,0.048,0.006,0.020,1.36,
303,LAGO MAYOR,2014,JUL,27,01:30 p. m.,E49,-69.0456,-15.8116,47.9,10.0,0.5,13.10,8.51,6.00,1497.0,0.048,0.007,0.024,2.17,
304,LAGO MAYOR,2014,JUL,27,02:37 p. m.,E50,-69.1365,-15.8850,231.0,10.2,0.5,12.90,8.49,5.72,1469.0,0.058,0.006,0.034,1.29,
305,LAGO MAYOR,2014,JUL,28,08:08 a. m.,E51,-69.2277,-15.9588,174.0,11.5,0.5,12.40,8.42,5.88,1471.0,0.065,0.007,0.036,1.70,
306,LAGO MAYOR,2014,JUL,28,09:46 a. m.,E52,-69.3200,-16.0334,157.0,13.0,0.5,12.80,8.47,5.68,1446.0,0.058,0.007,0.049,0.62,
307,LAGO MAYOR,2014,JUL,28,11:18 a. m.,E53,-69.4127,-16.1084,83.5,11.0,0.5,12.80,8.58,6.28,1451.0,0.058,0.010,0.011,1.77,
308,LAGO MAYOR,2014,JUL,28,12:20 p. m.,E54,-69.5061,-16.1839,24.5,10.5,0.5,12.70,8.66,6.97,1499.0,0.058,0.010,0.018,1.70,
309,LAGO MAYOR,2014,JUL,28,01:25 p. m.,E55,-69.3562,-16.1566,80.0,9.5,0.5,13.00,8.55,8.55,1456.0,0.082,0.011,0.020,1.29,
310,LAGO MAYOR,2014,JUL,28,03:07 p. m.,E56,-69.2727,-16.2292,61.3,9.2,0.5,13.00,8.63,6.68,1468.0,0.065,0.010,0.009,1.36,
311,LAGO MAYOR,2014,JUL,20,02:18 p. m.,E57,-69.2402,-16.1167,123.0,9.5,0.5,13.00,8.51,6.03,1485.0,0.072,0.012,0.032,2.93,
312,LAGO MAYOR,2014,JUL,29,08:49 a. m.,E58,-69.1457,-16.2076,28.0,10.0,0.5,12.20,8.54,6.30,1409.0,0.062,0.002,0.015,1.44,
313,LAGO MAYOR,2014,JUL,29,09:43 a. m.,E59,-69.1489,-16.0704,183.0,10.6,0.5,12.50,8.50,5.95,1435.0,0.065,0.004,0.036,2.11,
314,LAGO MAYOR,2014,JUL,29,10:35 a. m.,E60,-69.1375,-16.0033,210.0,11.2,0.5,12.30,8.49,5.94,1453.0,0.086,0.012,0.031,1.44,
315,LAGO MAYOR,2014,JUL,29,11:15 a. m.,E61,-69.0667,-15.9483,212.0,11.0,0.5,12.60,8.50,5.76,1447.0,0.062,0.004,0.044,1.16,
316,LAGO MAYOR,2014,JUL,29,11:50 a. m.,E62,-68.9958,-15.8933,148.0,10.0,0.5,12.70,8.51,6.06,1439.0,0.069,0.004,0.027,1.70,
317,LAGO MAYOR,2014,JUL,29,12:27 p. m.,E63,-68.9271,-15.9383,141.0,10.2,0.5,12.70,8.49,5.90,1441.0,0.065,0.005,0.037,2.05,
318,LAGO MAYOR,2014,JUL,29,01:00 p. m.,E64,-68.8583,-15.9833,57.8,9.5,0.5,12.80,8.52,6.09,1435.0,0.058,0.014,0.009,1.70,
319,LAGO MAYOR,2014,JUL,30,07:42 a. m.,E65,-68.9434,-16.0192,174.0,9.5,0.5,12.30,8.46,5.90,1405.0,0.062,0.007,0.047,1.70,
320,LAGO MAYOR,2014,JUL,30,08:19 a. m.,E66,-69.0285,-16.0551,194.0,11.0,0.5,12.70,8.47,5.83,1445.0,0.069,0.010,0.030,1.98,
321,LAGO MAYOR,2014,JUL,30,09:02 a. m.,E67,-68.9577,-16.1204,190.0,9.0,0.5,12.70,8.52,6.12,1419.0,0.062,0.005,0.018,1.44,
322,LAGO MAYOR,2014,JUL,30,09:42 a. m.,E68,-68.8926,-16.1806,168.0,10.0,0.5,12.80,8.54,6.10,1432.0,0.069,0.005,0.010,2.11,
323,LAGO MAYOR,2014,JUL,30,10:20 a. m.,E69,-68.8295,-16.2320,32.7,8.0,0.5,12.90,8.60,6.39,1443.0,0.065,0.011,0.009,2.65,
324,LAGO MAYOR,2014,JUL,30,10:40 a. m.,E70,-68.7958,-16.1883,32.0,5.0,0.5,12.30,8.77,7.15,1465.0,0.041,0.005,0.012,1.85,
325,LAGO MAYOR,2014,JUL,30,11:15 a. m.,E71,-68.7335,-16.2165,34.3,5.5,0.5,12.50,8.77,7.09,1458.0,0.048,0.015,0.006,2.71,
326,LAGO MENOR,2014,JUL,30,12:50 p. m.,E72,-68.7992,-16.2747,4.3,,0.5,12.10,8.69,6.75,1493.0,0.048,0.015,0.002,2.58,
327,LAGO MENOR,2014,JUL,30,12:59 p. m.,E73,-68.8716,-16.3066,6.5,,0.5,11.70,8.60,7.01,1608.0,0.051,0.015,0.003,1.70,
328,LAGO MENOR,2014,JUL,30,01:45 p. m.,E74,-68.9598,-16.2682,17.4,6.5,0.5,12.40,8.58,6.98,1658.0,0.031,0.005,0.011,0.89,
329,LAGO MENOR,2014,JUL,30,02:20 p. m.,E75,-69.0149,-16.3130,17.5,6.0,0.5,11.70,8.58,6.82,1664.0,0.065,0.016,0.005,1.70,
330,LAGO MENOR,2014,JUL,30,03:17 p. m.,E76,-68.8760,-16.3439,13.0,5.0,0.5,12.90,8.64,6.86,1603.0,0.058,0.014,0.002,0.88,
331,LAGO MENOR,2014,JUL,31,08:10 a. m.,E77,-68.9611,-16.4171,14.1,6.0,0.5,10.80,8.63,6.78,1620.0,0.062,0.006,0.011,1.70,
332,LAGO MENOR,2014,JUL,31,08:46 a. m.,E78,-69.0235,-16.4126,3.1,,0.5,11.20,8.62,6.63,1681.0,0.051,0.004,0.023,0.88,
333,LAGO MENOR,2014,JUL,31,09:29 a. m.,E79,-68.9671,-16.5092,10.0,6.0,0.5,10.50,8.72,7.10,1682.0,0.041,0.014,0.017,0.82,
334,LAGO MENOR,2014,JUL,31,10:00 a. m.,E80,-69.0406,-16.4877,9.1,6.0,0.5,10.70,8.73,7.09,1679.0,0.117,0.017,0.074,1.29,
335,BAHIA PUNO,2015,JUL,14,04:34 p. m.,E01,-69.9605,-15.8530,5.0,,0.5,11.54,8.44,6.40,1483.0,0.084,0.006,0.101,0.59,1.67
336,BAHIA PUNO,2015,JUL,14,02:10 p. m.,E02,-69.9182,-15.8482,27.8,6.5,0.5,11.77,8.27,5.41,1475.0,0.071,0.011,0.175,1.19,0.67
337,BAHIA PUNO,2015,JUL,14,12:49 p. m.,E03,-69.9079,-15.8745,4.0,,0.5,11.44,8.38,6.04,1480.0,0.061,0.010,0.094,0.59,1.00
338,BAHIA PUNO,2015,JUL,15,08:47 a. m.,E05,-69.8918,-15.8398,26.2,7.0,0.5,11.62,8.46,6.52,1464.0,0.074,0.004,0.048,0.59,0.67
339,BAHIA PUNO,2015,JUL,14,05:13 p. m.,E06,-69.9118,-15.8053,3.9,,0.5,11.48,8.46,7.30,1468.0,0.094,0.007,0.083,0.59,0.67
340,BAHIA PUNO,2015,JUL,15,11:49 a. m.,E07,-69.8851,-15.7748,5.2,,0.5,11.53,8.38,6.72,1470.0,0.071,0.007,0.075,0.59,0.67
341,BAHIA PUNO,2015,JUL,15,10:39 a. m.,E08,-69.8724,-15.8010,25.7,8.0,0.5,11.95,8.40,5.45,1461.0,0.074,0.007,0.033,0.59,1.33
342,BAHIA PUNO,2015,JUL,15,09:29 a. m.,E09,-69.8592,-15.8342,2.0,,0.5,12.10,8.42,6.12,1472.0,0.081,0.009,0.124,0.59,0.98
343,BAHIA PUNO,2015,JUL,15,01:44 p. m.,E10,-69.8376,-15.7938,5.9,,0.5,12.47,8.37,5.94,1460.0,0.121,0.010,0.053,0.08,0.67
344,BAHIA PUNO,2015,JUL,15,12:31 p. m.,E11,-69.8613,-15.7454,5.0,,0.5,11.77,8.43,6.35,1466.0,0.074,0.006,0.156,0.59,0.67
345,BAHIA PUNO,2015,JUL,15,02:11 p. m.,E12,-69.8253,-15.7591,36.0,8.0,0.5,12.41,8.34,5.93,1460.0,0.094,0.007,0.096,1.18,0.67
346,BAHIA PUNO,2015,JUL,15,03:30 p. m.,E13,-69.7698,-15.7895,65.0,9.0,0.5,12.62,8.25,4.72,1462.0,0.084,0.009,0.037,2.29,1.67
347,BAHIA PUNO,2015,JUL,15,04:16 p. m.,E14,-69.7830,-15.7489,51.3,9.0,0.5,12.44,8.26,5.99,1462.0,0.067,0.004,0.031,0.52,3.00
348,BAHIA PUNO,2015,JUL,15,04:49 p. m.,E15,-69.8226,-15.7150,35.0,7.0,0.5,11.96,8.40,6.32,1454.0,0.098,0.011,0.158,0.59,2.67
349,BAHIA PUNO,2015,JUL,16,07:56 a. m.,E16,-69.8541,-15.6737,35.8,7.0,0.5,11.43,8.28,5.36,1388.0,0.125,0.005,0.082,2.29,7.00
350,BAHIA PUNO,2015,JUL,16,10:34 a. m.,E17,-69.9059,-15.6048,6.5,,0.5,10.74,8.18,5.56,1216.0,0.266,0.062,0.519,2.88,4.00
351,LAGO MAYOR,2015,JUL,16,12:42 p. m.,E18,-69.7479,-15.7328,72.0,10.0,0.5,12.82,8.45,6.55,1463.0,0.115,0.012,0.069,1.19,1.67
352,LAGO MAYOR,2015,JUL,16,01:59 p. m.,E19,-69.7343,-15.7088,95.3,9.5,0.5,12.81,8.27,5.12,1464.0,0.054,0.007,0.064,0.59,0.67
353,LAGO MAYOR,2015,JUL,16,02:30 p. m.,E20,-69.7837,-15.6856,59.1,8.5,0.5,12.78,8.41,4.30,1462.0,0.047,0.004,0.033,1.19,1.00
354,LAGO MAYOR,2015,JUL,16,03:12 p. m.,E21,-69.7621,-15.6466,132.0,9.0,0.5,12.88,8.22,4.01,1464.0,0.057,0.004,0.018,0.59,0.67
355,LAGO MAYOR,2015,JUL,16,05:11 p. m.,E22,-69.8070,-15.6181,84.6,10.0,0.5,12.82,8.27,5.26,1464.0,0.064,0.007,0.055,0.59,3.00
356,LAGO MAYOR,2015,JUL,17,07:34 a. m.,E23,-69.8466,-15.5598,76.1,8.0,0.5,12.53,8.33,4.80,1465.0,0.040,0.005,0.037,0.59,6.33
357,LAGO MAYOR,2015,JUL,17,09:10 a. m.,E24,-69.8312,-15.5160,158.0,12.0,0.5,12.51,8.37,5.26,1469.0,0.064,0.004,0.041,1.19,6.33
358,LAGO MAYOR,2015,JUL,17,09:50 a. m.,E25,-69.8930,-15.4913,7.0,,0.5,12.63,8.26,5.88,1471.0,0.071,0.006,0.098,0.59,2.33
359,LAGO MAYOR,2015,JUL,17,10:32 a. m.,E26,-69.8582,-15.4727,7.0,,0.5,12.23,8.26,4.68,1472.0,0.064,0.007,0.068,0.08,4.67
360,LAGO MAYOR,2015,JUL,17,11:18 a. m.,E27,-69.8379,-15.4508,11.5,9.0,0.5,12.98,8.30,5.18,1475.0,0.064,0.004,0.073,2.21,1.00
361,LAGO MAYOR,2015,JUL,17,12:24 p. m.,E28,-69.7822,-15.3928,5.5,5.5,0.5,10.94,8.57,5.04,1491.0,0.064,0.002,0.054,0.59,6.67
362,LAGO MAYOR,2015,JUL,17,12:45 p. m.,E29,-69.8301,-15.3680,11.2,7.0,0.5,12.16,8.80,5.95,1476.0,0.034,0.002,0.008,1.10,0.67
363,LAGO MAYOR,2015,JUL,18,11:56 a. m.,E30,-69.7972,-15.3261,6.0,,0.5,11.61,7.93,6.28,1460.0,0.104,0.005,0.037,0.52,0.33
364,LAGO MAYOR,2015,JUL,18,02:51 p. m.,E31,-69.7389,-15.3399,45.0,8.0,0.5,12.99,8.05,5.27,1470.0,0.077,0.007,0.012,0.52,5.00
365,LAGO MAYOR,2015,JUL,18,12:37 p. m.,E32,-69.7205,-15.3384,87.8,7.0,0.5,13.23,7.83,4.43,1469.0,0.111,0.002,0.029,0.52,0.67
366,LAGO MAYOR,2015,JUL,18,03:50 p. m.,E33,-69.7560,-15.3330,1.7,,0.5,13.08,7.83,4.71,1456.0,0.094,0.005,0.040,0.59,2.33
367,LAGO MAYOR,2015,JUL,19,07:14 a. m.,E34,-69.7469,-15.3027,6.7,,0.5,12.12,7.55,6.76,1473.0,0.081,0.005,0.009,0.59,6.67
368,LAGO MAYOR,2015,JUL,19,09:05 a. m.,E35,-69.6964,-15.2409,56.0,8.0,0.5,12.59,7.79,5.73,1467.0,0.077,0.009,0.011,1.10,2.67
369,LAGO MAYOR,2015,JUL,19,10:51 a. m.,E36,-69.6814,-15.2971,115.0,10.0,0.5,13.01,8.48,5.89,1484.0,0.057,0.004,0.016,1.19,1.00
370,LAGO MAYOR,2015,JUL,19,12:16 p. m.,E37,-69.6373,-15.3413,61.8,10.0,0.5,13.07,8.25,5.04,1491.0,0.077,0.005,0.033,0.51,1.00
371,LAGO MAYOR,2015,JUL,19,02:15 p. m.,E38,-69.6351,-15.3782,151.0,9.0,0.5,13.51,8.26,5.45,1497.0,0.088,0.007,0.101,0.52,2.00
372,LAGO MAYOR,2015,JUL,19,03:18 p. m.,E39,-69.5276,-15.3748,53.0,6.0,0.5,13.25,8.33,4.95,1499.0,0.061,0.010,0.056,0.60,1.00
373,LAGO MAYOR,2015,JUL,20,09:22 a. m.,E40,-69.5361,-15.3951,68.0,10.0,0.5,12.66,8.33,7.22,1491.0,0.067,0.004,0.022,1.86,2.00
374,LAGO MAYOR,2015,JUL,20,11:47 a. m.,E41,-69.6009,-15.4392,249.0,11.0,0.5,12.92,8.28,5.41,1500.0,0.054,0.007,0.038,0.60,0.67
375,LAGO MAYOR,2015,JUL,20,02:26 p. m.,E42,-69.6685,-15.4967,242.0,10.0,0.5,13.58,8.25,4.36,1501.0,0.051,0.006,0.033,1.19,1.67
376,LAGO MAYOR,2015,JUL,21,03:22 p. m.,E43,-69.7411,-15.5603,207.0,9.0,0.5,12.95,8.51,4.47,1509.0,0.064,0.009,0.083,1.78,4.00
377,LAGO MAYOR,2015,JUL,21,09:30 a. m.,E44,-69.4798,-15.4333,63.0,8.0,0.5,12.73,8.39,6.34,1508.0,0.061,0.004,0.060,1.62,6.67
378,LAGO MAYOR,2015,JUL,21,10:20 a. m.,E45,-69.4733,-15.4932,243.0,10.0,0.5,12.80,8.28,5.48,1513.0,0.071,0.013,0.074,0.59,3.33
379,LAGO MAYOR,2015,JUL,21,02:47 p. m.,E46,-69.4082,-15.5016,215.0,9.0,0.5,13.26,8.29,4.34,1514.0,0.061,0.013,0.049,2.21,7.00
380,LAGO MAYOR,2015,JUL,22,02:20 p. m.,E48,-69.3597,-15.5358,140.0,10.0,0.5,14.04,8.31,5.40,1530.0,0.054,0.009,0.048,1.10,4.67
381,LAGO MAYOR,2015,JUL,22,12:13 p. m.,E49,-69.4456,-15.6067,208.0,9.0,0.5,13.12,8.42,5.75,1518.0,0.057,0.007,0.033,1.11,5.33
382,LAGO MAYOR,2015,JUL,22,08:46 a. m.,E50,-69.5213,-15.6688,246.0,10.0,0.5,12.47,8.31,5.71,1511.0,0.067,0.012,0.020,1.62,6.00
383,LAGO MAYOR,2015,JUL,23,10:31 a. m.,E51,-69.6038,-15.7371,183.0,10.0,0.5,12.63,8.32,5.20,1522.0,0.044,0.009,0.035,1.10,2.33
384,LAGO MAYOR,2015,JUL,23,01:46 p. m.,E52,-69.6843,-15.8028,37.6,9.0,0.5,12.96,8.39,4.60,1529.0,0.061,0.007,0.069,1.19,6.00
385,LAGO MAYOR,2015,JUL,23,02:47 p. m.,E53,-69.7634,-15.8686,37.0,8.0,0.5,12.78,8.45,5.70,1524.0,0.051,0.009,0.041,1.77,4.00
386,LAGO MAYOR,2015,JUL,23,03:36 p. m.,E54,-69.7317,-15.8983,33.2,8.0,0.5,12.92,8.47,5.13,1523.0,0.061,0.006,0.008,1.11,6.00
387,LAGO MAYOR,2015,JUL,24,09:03 a. m.,E55,-69.6776,-15.8738,75.0,11.0,0.5,12.51,8.35,4.58,1521.0,0.126,0.013,0.003,0.59,7.00
388,LAGO MAYOR,2015,JUL,25,07:33 a. m.,E56,-69.6805,-15.9247,33.8,9.0,0.5,12.63,8.54,5.35,1526.0,0.071,0.013,0.013,0.59,3.33
389,LAGO MAYOR,2015,JUL,24,10:25 a. m.,E57,-69.6099,-15.9121,95.0,8.0,0.5,12.93,8.36,5.57,1520.0,0.044,0.005,0.039,1.70,6.67
390,LAGO MAYOR,2015,JUL,24,12:36 p. m.,E58,-69.5453,-15.9519,8.3,8.3,0.5,13.02,8.39,4.53,1526.0,0.017,0.007,0.010,1.19,7.00
391,LAGO MAYOR,2015,JUL,24,02:24 p. m.,E59,-69.4615,-15.8876,242.0,8.0,0.5,14.03,8.39,5.12,1529.0,0.047,0.007,0.008,1.10,9.00
392,LAGO MAYOR,2015,JUL,27,10:47 a. m.,E60,-69.3776,-15.8271,238.0,11.0,0.5,12.80,8.35,4.20,1524.0,0.054,0.004,0.043,1.11,4.00
393,LAGO MAYOR,2015,JUL,27,07:55 a. m.,E61,-69.3045,-15.7585,237.0,8.0,0.5,12.63,8.40,4.76,1524.0,0.047,0.005,0.037,1.19,5.00
394,LAGO MAYOR,2015,JUL,25,03:01 p. m.,E62,-69.2659,-15.6430,63.2,9.0,0.5,13.47,8.54,5.62,1525.0,0.074,0.009,0.099,1.10,7.33
395,LAGO MAYOR,2015,JUL,25,02:16 p. m.,E63,-69.3171,-15.6259,203.0,10.0,0.5,13.52,8.46,5.12,1532.0,0.047,0.006,0.093,0.59,0.67
396,LAGO MAYOR,2015,JUL,23,07:57 a. m.,E64,-69.2915,-15.5625,84.4,9.0,0.5,12.58,8.34,4.22,1523.0,0.051,0.006,0.046,1.10,4.67
397,LAGO MAYOR,2015,JUL,25,04:09 p. m.,E65,-69.2315,-15.6901,10.0,,0.5,13.36,8.48,5.51,1526.0,0.064,0.006,0.046,0.68,1.33
398,LAGO MAYOR,2015,JUL,28,10:56 a. m.,E66,-69.4730,-15.9510,103.0,11.0,0.5,12.78,8.40,5.71,1521.0,0.057,0.005,0.059,0.52,2.67
399,LAGO MAYOR,2015,JUL,27,02:27 p. m.,E67,-69.4127,-15.9889,100.0,10.0,0.5,13.12,8.42,4.44,1502.0,0.054,0.004,0.098,1.69,2.33
400,LAGO MAYOR,2015,JUL,28,12:05 p. m.,E68,-69.4278,-15.9935,50.5,7.0,0.5,13.18,8.49,5.34,1518.0,0.051,0.007,0.098,1.69,4.33
401,LAGO MAYOR,2015,JUL,26,08:38 a. m.,E71,-69.1984,-15.6953,4.3,,0.5,12.81,8.60,6.92,1525.0,0.051,0.007,0.017,1.10,0.67
402,LAGO MAYOR,2015,JUL,26,09:16 a. m.,E72,-69.1709,-15.6921,23.5,6.0,0.5,12.08,8.43,5.86,1398.0,0.097,0.001,0.184,1.10,4.67
403,LAGO MAYOR,2015,JUL,26,10:38 a. m.,E73,-69.1628,-15.7202,5.2,5.2,0.5,12.84,8.46,5.86,1528.0,0.013,0.005,0.010,1.19,7.67
404,LAGO MAYOR,2015,JUL,26,11:09 a. m.,E74,-69.1477,-15.7656,122.0,8.0,0.5,12.98,8.42,4.39,1523.0,0.030,0.001,0.017,0.59,3.00
405,LAGO MAYOR,2015,JUL,26,01:58 p. m.,E75,-69.0870,-15.7544,6.5,5.0,0.5,13.67,8.44,4.50,1523.0,0.037,0.004,0.029,1.70,3.67
406,LAGO MAYOR,2015,JUL,26,02:44 p. m.,E76,-69.0449,-15.8125,52.0,8.0,0.5,13.97,8.46,5.04,1531.0,0.037,0.001,0.007,0.60,1.33
407,LAGO MAYOR,2015,JUL,26,04:06 p. m.,E77,-69.0349,-15.8852,210.0,7.5,0.5,13.71,8.46,5.39,1525.0,0.027,0.001,0.033,0.59,2.00
408,LAGO MAYOR,2015,JUL,30,08:47 a. m.,E78,-69.1327,-15.8903,231.0,11.0,0.5,12.75,8.51,4.86,1458.0,0.034,0.005,0.007,1.11,5.67
409,LAGO MAYOR,2015,JUL,29,01:08 p. m.,E79,-69.2272,-15.9600,158.0,9.0,0.5,14.09,8.58,5.52,1478.0,0.054,0.002,0.017,1.70,4.67
410,LAGO MAYOR,2015,JUL,29,09:56 a. m.,E80,-69.3198,-16.0316,159.0,10.0,0.5,12.88,8.59,5.22,1467.0,0.057,0.007,0.009,0.52,4.67
411,LAGO MAYOR,2015,JUL,30,01:29 p. m.,E81,-69.3885,-16.0352,125.0,10.0,0.5,13.10,8.60,5.32,1429.0,0.047,0.007,0.024,1.70,5.00
412,LAGO MAYOR,2015,JUL,30,02:48 p. m.,E82,-69.4173,-16.1109,80.8,9.0,0.5,13.09,8.58,4.80,1486.0,0.037,0.004,0.031,1.70,7.00
413,LAGO MAYOR,2015,JUL,31,09:26 a. m.,E83,-69.5067,-16.1837,25.0,9.0,0.5,13.06,8.60,5.17,1489.0,0.040,0.002,0.024,1.10,1.33
414,LAGO MAYOR,2015,JUL,31,08:52 a. m.,E84,-69.4624,-16.2007,7.2,,0.5,12.82,8.66,4.89,1470.0,0.040,0.004,0.001,0.59,2.33
415,LAGO MAYOR,2015,JUL,31,10:55 a. m.,E85,-69.4444,-16.1599,62.5,9.0,0.5,13.06,8.54,5.41,1485.0,0.051,0.002,0.014,1.11,1.33
416,LAGO MAYOR,2015,JUL,31,12:44 p. m.,E86,-69.3872,-16.1485,78.0,9.0,0.5,13.47,8.68,4.43,1492.0,0.051,0.006,0.000,0.52,1.00
417,LAGO MAYOR,2015,AGO,3,11:45 a. m.,E88,-69.3781,-16.2064,45.0,9.5,0.5,13.33,8.78,5.40,1484.0,0.040,0.006,0.009,0.59,6.33
418,LAGO MAYOR,2015,AGO,2,01:22 p. m.,E90,-69.3569,-16.2446,10.8,9.0,0.5,13.56,8.63,6.94,1484.0,0.040,0.000,0.009,0.08,5.33
419,LAGO MAYOR,2015,AGO,2,11:41 a. m.,E91,-69.3428,-16.2320,49.9,10.0,0.5,13.38,8.61,6.13,1486.0,0.047,0.004,0.003,0.59,1.00
420,LAGO MAYOR,2015,AGO,2,01:57 p. m.,E92,-69.3065,-16.2428,48.8,9.0,0.5,13.44,8.63,6.28,1480.0,0.057,0.006,0.007,0.59,1.00
421,LAGO MAYOR,2015,AGO,3,08:02 a. m.,E93,-69.2930,-16.2582,6.6,,0.5,12.89,8.61,5.32,1480.0,0.140,0.004,0.043,1.70,1.67
422,LAGO MAYOR,2015,AGO,2,02:32 p. m.,E94,-69.2884,-16.2510,41.6,9.0,0.5,13.31,8.59,5.84,1481.0,0.080,0.005,0.031,0.08,2.00
423,LAGO MAYOR,2015,AGO,3,08:35 a. m.,E95,-69.2815,-16.2657,11.0,9.0,0.5,12.69,8.61,6.16,1481.0,0.017,0.015,0.003,0.59,1.33
424,LAGO MAYOR,2015,AGO,3,09:32 a. m.,E96,-69.2737,-16.2501,50.6,7.5,0.5,12.83,8.74,6.02,1479.0,0.024,0.001,0.003,0.59,3.00
425,LAGO MAYOR,2015,AGO,2,08:49 a. m.,E97,-69.1958,-16.1757,118.0,10.0,0.5,12.71,8.51,5.06,1478.0,0.024,0.004,0.002,0.51,3.33
426,LAGO MAYOR,2015,AGO,5,08:02 a. m.,E98,-69.1016,-16.1117,148.0,9.0,0.5,12.94,8.56,5.76,1479.0,0.024,0.002,0.021,0.60,7.00
427,LAGO MAYOR,2015,AGO,5,11:31 a. m.,E99,-69.0742,-16.0745,159.0,9.5,0.5,13.44,8.62,5.47,1478.0,0.020,0.002,0.054,1.62,2.33
428,LAGO MAYOR,2015,AGO,1,03:45 p. m.,E100,-68.9959,-16.0055,195.0,10.0,0.5,13.48,8.50,4.97,1489.0,0.024,0.000,0.035,1.10,1.33
429,LAGO MAYOR,2015,AGO,1,07:20 a. m.,E101,-68.9707,-15.8962,34.0,10.5,0.5,12.59,8.52,4.45,1479.0,0.044,0.006,0.012,1.70,1.00
430,LAGO MAYOR,2015,AGO,1,08:47 a. m.,E102,-68.9684,-15.9356,183.0,9.0,0.5,12.77,8.54,5.88,1476.0,0.040,0.005,0.024,2.21,1.00
431,LAGO MAYOR,2015,AGO,1,09:49 a. m.,E103,-68.9017,-15.9394,7.0,,0.5,12.91,8.53,5.16,1479.0,0.027,0.001,0.016,1.70,1.33
432,LAGO MAYOR,2015,AGO,1,10:34 a. m.,E104,-68.8804,-15.9940,100.0,11.0,0.5,13.07,8.49,4.66,1480.0,0.037,0.002,0.004,1.18,1.33
433,LAGO MAYOR,2015,AGO,1,12:38 p. m.,E105,-68.8016,-15.9864,2.2,2.2,0.5,12.93,8.75,6.73,1477.0,0.027,0.002,0.005,1.18,1.00
434,LAGO MAYOR,2015,AGO,1,01:30 p. m.,E106,-68.8469,-16.0543,4.3,,0.5,13.09,8.82,6.98,1485.0,0.024,0.002,0.013,1.27,1.00
435,LAGO MAYOR,2015,AGO,1,02:29 p. m.,E107,-68.9361,-16.0696,166.0,10.5,0.5,13.41,8.56,4.80,1486.0,0.037,0.001,0.001,1.18,7.67
436,LAGO MAYOR,2015,AGO,4,10:04 a. m.,E109,-69.2611,-16.2611,33.8,10.0,0.5,13.30,8.66,4.63,1478.0,0.051,0.005,0.028,1.19,3.33
437,LAGO MAYOR,2015,AGO,4,10:59 a. m.,E110,-69.2054,-16.2345,69.4,9.0,0.5,13.28,8.63,5.44,1478.0,0.020,0.005,0.000,1.10,4.33
438,LAGO MAYOR,2015,AGO,4,11:43 a. m.,E111,-69.1846,-16.2565,27.4,8.0,0.5,13.37,8.60,5.99,1476.0,0.020,0.005,0.000,1.18,8.00
439,LAGO MAYOR,2015,AGO,4,12:34 p. m.,E112,-69.1419,-16.2462,30.0,9.5,0.5,13.50,8.65,6.16,1477.0,0.040,0.005,0.013,0.75,8.33
440,LAGO MAYOR,2015,AGO,4,01:33 p. m.,E113,-69.1367,-16.2174,80.0,9.5,0.5,13.34,8.59,5.61,1480.0,0.071,0.006,0.025,0.67,10.33
441,LAGO MAYOR,2015,AGO,4,03:27 p. m.,E115,-69.1375,-16.1709,131.0,10.0,0.5,13.14,8.52,4.85,1482.0,0.088,0.007,0.006,0.52,8.33
442,LAGO MAYOR,2015,AGO,5,07:11 a. m.,E116,-69.1207,-16.1501,136.0,9.0,0.5,12.88,8.65,6.21,1472.0,0.037,0.004,0.002,2.21,2.33
443,LAGO MAYOR,2015,AGO,4,04:15 p. m.,E117,-69.1027,-16.1653,90.0,9.0,0.5,13.71,8.62,5.68,1487.0,0.027,0.004,0.014,0.59,6.00
444,LAGO MAYOR,2015,AGO,5,09:15 a. m.,E118,-69.1499,-16.0851,172.0,9.0,0.5,13.06,8.69,5.03,1474.0,0.034,0.004,0.023,1.11,10.33
445,LAGO MAYOR,2015,AGO,5,10:20 a. m.,E119,-69.1309,-16.0439,120.0,9.0,0.5,13.11,8.54,5.29,1477.0,0.020,0.002,0.053,1.03,9.33
446,LAGO MAYOR,2015,AGO,5,02:19 p. m.,E120,-68.9605,-16.1421,163.0,10.0,0.5,13.66,8.58,5.89,1484.0,0.024,0.004,0.016,0.59,6.00
447,LAGO MAYOR,2015,AGO,5,03:44 p. m.,E121,-68.8643,-16.2068,111.0,9.0,0.5,13.58,8.63,6.14,1488.0,0.040,0.005,0.043,0.59,5.33
448,LAGO MENOR,2015,AGO,6,12:14 p. m.,E125,-68.7330,-16.2135,33.6,8.0,0.5,13.53,8.70,5.66,1499.0,0.024,0.007,0.007,1.19,2.00
